Image URL,Product Name,SKU,Brand,Category,Color,MRP,Selling Price,Stock,Description
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,India Gate Basmati Rice Super 10kg (Pack of 2),GRO-0037,India Gate,Grocery,White,2160,1872,338,Premium long grain aromatic basmati rice for daily meals.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,India Gate Basmati Rice Super 10kg (Pack of 3),GRO-0038,India Gate,Grocery,White,3240,2758,341,Premium long grain aromatic basmati rice for daily meals.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,India Gate Basmati Rice Super 10kg (Pack of 4),GRO-0039,India Gate,Grocery,White,4320,3644,100,Premium long grain aromatic basmati rice for daily meals.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,India Gate Basmati Rice Super 10kg (Family Pack of 6),GRO-0040,India Gate,Grocery,White,6480,5319,319,Premium long grain aromatic basmati rice for daily meals.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 1kg,GRO-0041,Daawat,Grocery,White,118,106,257,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 1kg (Pack of 2),GRO-0042,Daawat,Grocery,White,236,201,289,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 1kg (Pack of 3),GRO-0043,Daawat,Grocery,White,354,297,236,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 1kg (Pack of 4),GRO-0044,Daawat,Grocery,White,472,392,387,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 1kg (Family Pack of 6),GRO-0045,Daawat,Grocery,White,708,572,197,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 5kg,GRO-0046,Daawat,Grocery,White,465,420,193,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 5kg (Pack of 2),GRO-0047,Daawat,Grocery,White,930,798,272,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 5kg (Pack of 3),GRO-0048,Daawat,Grocery,White,1395,1176,167,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 5kg (Pack of 4),GRO-0049,Daawat,Grocery,White,1860,1554,208,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Rozana Super 5kg (Family Pack of 6),GRO-0050,Daawat,Grocery,White,2790,2268,116,Perfect daily basmati rice for biryani and pulao.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 1kg,GRO-0051,Daawat,Grocery,White,168,152,205,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 1kg (Pack of 2),GRO-0052,Daawat,Grocery,White,336,289,131,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 1kg (Pack of 3),GRO-0053,Daawat,Grocery,White,504,426,114,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 1kg (Pack of 4),GRO-0054,Daawat,Grocery,White,672,562,264,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 1kg (Family Pack of 6),GRO-0055,Daawat,Grocery,White,1008,821,292,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 5kg,GRO-0056,Daawat,Grocery,White,735,665,103,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 5kg (Pack of 2),GRO-0057,Daawat,Grocery,White,1470,1264,70,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 5kg (Pack of 3),GRO-0058,Daawat,Grocery,White,2205,1862,272,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 5kg (Pack of 4),GRO-0059,Daawat,Grocery,White,2940,2460,138,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Gold 5kg (Family Pack of 6),GRO-0060,Daawat,Grocery,White,4410,3591,195,Aged premium basmati rice with rich aroma for special biryani.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 1kg,GRO-0061,Daawat,Grocery,White,105,95,280,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 1kg (Pack of 2),GRO-0062,Daawat,Grocery,White,210,180,261,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 1kg (Pack of 3),GRO-0063,Daawat,Grocery,White,315,266,190,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 1kg (Pack of 4),GRO-0064,Daawat,Grocery,White,420,352,193,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 1kg (Family Pack of 6),GRO-0065,Daawat,Grocery,White,630,513,373,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 5kg,GRO-0066,Daawat,Grocery,White,420,380,130,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 5kg (Pack of 2),GRO-0067,Daawat,Grocery,White,840,722,254,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 5kg (Pack of 3),GRO-0068,Daawat,Grocery,White,1260,1064,176,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 5kg (Pack of 4),GRO-0069,Daawat,Grocery,White,1680,1406,343,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Daawat Basmati Rice Everyday 5kg (Family Pack of 6),GRO-0070,Daawat,Grocery,White,2520,2052,389,Daily use short cook basmati rice for family meals.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 1kg,GRO-0071,Kohinoor,Grocery,White,132,119,167,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 1kg (Pack of 2),GRO-0072,Kohinoor,Grocery,White,264,226,207,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 1kg (Pack of 3),GRO-0073,Kohinoor,Grocery,White,396,333,322,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 1kg (Pack of 4),GRO-0074,Kohinoor,Grocery,White,528,440,390,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 1kg (Family Pack of 6),GRO-0075,Kohinoor,Grocery,White,792,643,293,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 5kg,GRO-0076,Kohinoor,Grocery,White,560,505,204,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 5kg (Pack of 2),GRO-0077,Kohinoor,Grocery,White,1120,960,210,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 5kg (Pack of 3),GRO-0078,Kohinoor,Grocery,White,1680,1414,235,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 5kg (Pack of 4),GRO-0079,Kohinoor,Grocery,White,2240,1868,284,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Charminar 5kg (Family Pack of 6),GRO-0080,Kohinoor,Grocery,White,3360,2727,188,Fine quality long grain basmati for everyday cooking.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 1kg,GRO-0081,Kohinoor,Grocery,White,245,220,375,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 1kg (Pack of 2),GRO-0082,Kohinoor,Grocery,White,490,418,101,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 1kg (Pack of 3),GRO-0083,Kohinoor,Grocery,White,735,616,157,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 1kg (Pack of 4),GRO-0084,Kohinoor,Grocery,White,980,814,212,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 1kg (Family Pack of 6),GRO-0085,Kohinoor,Grocery,White,1470,1188,206,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 5kg,GRO-0086,Kohinoor,Grocery,White,950,865,388,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 5kg (Pack of 2),GRO-0087,Kohinoor,Grocery,White,1900,1644,308,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 5kg (Pack of 3),GRO-0088,Kohinoor,Grocery,White,2850,2422,89,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 5kg (Pack of 4),GRO-0089,Kohinoor,Grocery,White,3800,3200,326,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Kohinoor Basmati Rice Platinum 5kg (Family Pack of 6),GRO-0090,Kohinoor,Grocery,White,5700,4671,226,Extra long grain aged premium basmati rice.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 5kg,GRO-0091,Lal Qilla,Grocery,White,650,590,257,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 5kg (Pack of 2),GRO-0092,Lal Qilla,Grocery,White,1300,1121,395,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 5kg (Pack of 3),GRO-0093,Lal Qilla,Grocery,White,1950,1652,395,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 5kg (Pack of 4),GRO-0094,Lal Qilla,Grocery,White,2600,2183,207,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 5kg (Family Pack of 6),GRO-0095,Lal Qilla,Grocery,White,3900,3186,373,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 10kg,GRO-0096,Lal Qilla,Grocery,White,1240,1120,181,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 10kg (Pack of 2),GRO-0097,Lal Qilla,Grocery,White,2480,2128,360,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 10kg (Pack of 3),GRO-0098,Lal Qilla,Grocery,White,3720,3136,366,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 10kg (Pack of 4),GRO-0099,Lal Qilla,Grocery,White,4960,4144,140,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Lal Qilla Basmati Rice Majestic 10kg (Family Pack of 6),GRO-0100,Lal Qilla,Grocery,White,7440,6048,217,Royal aged basmati rice with delightful aroma.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 1kg,GRO-0101,Tilda,Grocery,White,325,295,256,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 1kg (Pack of 2),GRO-0102,Tilda,Grocery,White,650,560,193,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 1kg (Pack of 3),GRO-0103,Tilda,Grocery,White,975,826,155,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 1kg (Pack of 4),GRO-0104,Tilda,Grocery,White,1300,1092,382,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 1kg (Family Pack of 6),GRO-0105,Tilda,Grocery,White,1950,1593,302,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1574323347407-f5e1ad6d020b?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 5kg,GRO-0106,Tilda,Grocery,White,1495,1360,265,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1515543904379-3d757afe72e4?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 5kg (Pack of 2),GRO-0107,Tilda,Grocery,White,2990,2584,347,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 5kg (Pack of 3),GRO-0108,Tilda,Grocery,White,4485,3808,397,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1588854337221-4cf9fa96059c?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 5kg (Pack of 4),GRO-0109,Tilda,Grocery,White,5980,5032,214,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80,Tilda Pure Basmati Rice 5kg (Family Pack of 6),GRO-0110,Tilda,Grocery,White,8970,7344,327,Legendary pure basmati rice with perfect grain separation.
https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500&auto=format&fit=crop&q=80,India Gate Sona Masoori Rice 5kg,GRO-0111,India Gate,Grocery,White,395,360,257,Lightweight premium sona masoori rice for daily meals.
https://images.unsplash.com/photo-1506368249639-73a05d6f6488?w=500&auto=format&fit=crop&q=80,India Gate Sona Masoori Rice 5kg (Pack of 2),GRO-0112,India Gate,Grocery,White,790,684,347,Lightweight premium sona masoori rice for daily meals.
https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80,India Gate Sona Masoori Rice 5kg (Pack of 3),GRO-0113,India Gate,Grocery,White,1185,1008,181,Lightweight premium sona masoori rice for daily meals.
